gene1,gene2,interaction_type
JHY,LINC02508,regulation
JHY,LINC01239,coexpression
JHY,UNC5CL,coexpression
HMCN1,FAM47E,regulation
KRAS,SORD,same_pathway
KRAS,LINC01567,coexpression
RESF1,LINC01801,regulation
LINC01994,C8orf44-SGK3,regulation
NGRNP1,SAMD12-AS1,regulation
NGRNP1,CTNNA1P1,coexpression
RPS26P8,NTRK3,coexpression
ARFGEF1-DT,PSD,coexpression
ARFGEF1-DT,MMS22L,coexpression
ARFGEF1-DT,EXOC3L2,regulation
ARFGEF1-DT,SUMO2P1,regulation
ARFGEF1-DT,ARL6IP1P2,coexpression
EPHX2,TSPAN14,regulation
EPHX2,RN7SKP141,coexpression
EPHX2,C12orf42-AS1,regulation
EPHX2,NARS2,coexpression
CMTM5,OR2AE1,coexpression
PCDHGA1,RNF125,regulation
PCDHGA1,IGDCC4,regulation
PCDHGA1,SNX1,same_pathway
PCDHGA1,TMEM94,coexpression
AARS2,ARSA,coexpression
AARS2,DCAF4,regulation
AARS2,RPS12P24,same_pathway
AARS2,CAMTA1,coexpression
SMIM45,IGHV3-71,coexpression
SMIM45,PTPRF,same_pathway
SMIM45,RNU6-374P,coexpression
DSG2,NIT2,same_pathway
DSG2,FMN2,same_pathway
DSG2,TRMO,same_pathway
DSG2,PDXDC2P,regulation
RCC2P7,MIR670HG,regulation
LINC02006,CHST12,same_pathway
SCN8A,ARL17B,same_pathway
SCN8A,PLPPR5-AS1,coexpression
SCN8A,LINC01470,regulation
SCN8A,LINC02268,coexpression
SCN8A,PPP1R3B-DT,coexpression
LINC00423,PVR,coexpression
LINC00423,RN7SL278P,regulation
LINC00423,RMEL3,regulation
LINC00423,SRC,coexpression
LINC00423,INTS9,regulation
PPP1R3B,OR5G1P,coexpression
PPP1R3B,LINC01994,regulation
PPP1R3B,TREML5P,regulation
PPP1R3B,RORA,same_pathway
PPP1R3B,LINC03015,regulation
LINC01605,RNU2-9P,regulation
FAM209A,CELF4,same_pathway
LINC02782,MTM1,same_pathway
LINC02782,BCL3,same_pathway
LINC02782,APOB,regulation
LINC02782,LILRA5,same_pathway
HAS2-AS1,TMEM276-ZFTRAF1,coexpression
HAS2-AS1,ADAM1B,regulation
PAK2,SUMO2P6,coexpression
PAK2,RNU6-408P,regulation
PAK2,CELA3B,same_pathway
PAK2,LINC00524,same_pathway
RNU7-156P,MID1,coexpression
RNU7-156P,RASSF5,coexpression
RNU7-156P,C16orf95,coexpression
RNU7-156P,MSANTD1,same_pathway
RNU7-156P,RPS17P2,coexpression
RASSF5,FSTL5,coexpression
RASSF5,GAPDHP38,regulation
RASSF5,EPOP,coexpression
RASSF5,LINC02006,regulation
LINC02549,HMCN1,coexpression
LINC02549,CSMD3,regulation
LINC02549,SNX1,coexpression
LINC02549,LINC01916,regulation
TLN2 x WWC1,RPL7AP61,same_pathway
TLN2 x WWC1,SLC14A2,same_pathway
TBX3-AS1,LINC02763,coexpression
TBX3-AS1,NFU1P1,regulation
MIR633,PCDH7,coexpression
MIR633,MUPP,coexpression
MIR633,LNCRNA-IUR,regulation
MIR633,AARS2,coexpression
MIR633,LINC01470,same_pathway
CTNNA2,DAG1,coexpression
CTNNA2,SMIM45,regulation
CTNNA2,LINC02268,regulation
CTNNA2,MEIKIN,regulation
RNA5SP107,OR7E10P,coexpression
LINC01104,SNRPCP2,regulation
LINC01104,RHPN2,coexpression
LINC01104,Metazoa_SRP,coexpression
LINC01104,SSBL6P,same_pathway
LINC01104,LINC01572,same_pathway
LINC01104,LINC01756,coexpression
LINC01104,TOMM40,regulation
LRAT,ATF7IP,coexpression
LRAT,KPNA7,coexpression
LRAT,ZNF680P1,regulation
LRAT,CHST12,same_pathway
LRAT,NPAS2,coexpression
ROR2,MAP2K5,regulation
MIR142HG,MPP3,same_pathway
DHFRP5,CR1; CR1,same_pathway
DHFRP5,SPI1,same_pathway
DHFRP5,OACYLP,coexpression
DHFRP5,RNU1-80P,same_pathway
SORD,RN7SL193P,coexpression
SORD,RN7SL271P,same_pathway
TRMO,TYW1,same_pathway
TRMO,LINC01648,coexpression
TRMO,RPL31P31,regulation
TRMO,MTMR9P1,same_pathway
TRMO,ARL17B,regulation
RAD23BP2,MTMR3,coexpression
RAD23BP2,LIPC,regulation
RAD23BP2,RPS19P6,regulation
THAP1,ARL2BPP4,coexpression
PITPNM2,CPSF6,coexpression
PITPNM2,-,regulation
SCARA5,AHNAK,same_pathway
SCARA5,FSTL5,regulation
SCARA5,HSPA5P1,same_pathway
SCARA5,PPP1R3B,same_pathway
SCARA5,SEC61G-DT,regulation
SEM1,PCDH17,same_pathway
SEM1,KDM2B-DT,coexpression
AHNAK,SIPA1L2,same_pathway
AHNAK,IGHEP1,coexpression
AHNAK,RNU4-42P,regulation
AHNAK,LINC02227,regulation
AHNAK,GTF2IP11,coexpression
AHNAK,RAPGEF2,same_pathway
AHNAK,MAP4K4,regulation
AHNAK,RNU6-699P,coexpression
CSMD3,LINC01192,coexpression
CSMD3,PTCHD4,regulation
CSMD3,ICA1,regulation
CSMD3,KLHL36,same_pathway
TOMM40,ERBB3,same_pathway
TOMM40,LILRB2,same_pathway
TOMM40,LINC02838,coexpression
TOMM40,RPSAP47,same_pathway
TOMM40,RNU6-909P,coexpression
SH3RF1,L3MBTL4,same_pathway
SH3RF1,EFHB,regulation
SH3RF1,MTHFD2P1,regulation
SH3RF1,LINC02494,regulation
RPL3P8,NIHCOLE,regulation
RPL3P8,LINC02015,same_pathway
RPL3P8,PURPL,regulation
RPL3P8,RPL7AP61,coexpression
RPL3P8,FOXP2,regulation
RPL3P8,OR7E109P,same_pathway
RPL3P8,UBXN11,coexpression
RPL3P8,CSTP2,same_pathway
RPL3P8,AUTS2,regulation
RPL3P8,KCNG4,same_pathway
RPL3P8,SIGLEC11,same_pathway
RPL29P13,HLA-DQA1,coexpression
RPL29P13,DIO2,coexpression
RPL29P13,RAC1,coexpression
RPL29P13,SNAPC2,coexpression
OR4A6P,BLOC1S3,regulation
OR4A6P,SLC35C1,coexpression
OR4A6P,IRGC,regulation
LINC01876,IDI1P2,same_pathway
LINC01876,PCDHA2,same_pathway
IL6R,SLC14A2,coexpression
IL6R,BCAR3,same_pathway
IL6R,MRPS36P2,same_pathway
PCDHGB2,CABLES1,same_pathway
BCAM,XIRP2,same_pathway
BCAM,AIDAP3,coexpression
CACNA1E,RPL7AP81,regulation
CACNA1E,MPP3,coexpression
CACNA1E,RPL7L1P5,coexpression
MC3R,SNRPEP5,same_pathway
MC3R,SPMIP7,coexpression
MC3R,CPM,coexpression
SPRED2,HSPG2,same_pathway
MGMT,RPL21P119,same_pathway
MGMT,RAC1P2,coexpression
MGMT,AFF1,same_pathway
MGMT,LINC02494,same_pathway
MGMT,EYA4,regulation
MGMT,AZGP1P1,same_pathway
MGMT,RPS2P1,coexpression
MGMT,ARVCF,same_pathway
MGMT,CENPE,same_pathway
MGMT,MTMR14,regulation
APOC1,RN7SL691P,regulation
APOC1,RNU6-637P,same_pathway
APOC1,SF3B3,same_pathway
APOC1,RPS23P5,regulation
APOC1,RAB3D,same_pathway
ACE3P,LINC02177,same_pathway
ACE3P,CHRNE,coexpression
ACE3P,LINC01965,regulation
ACE3P,ATP5MC2P2,same_pathway
ACE3P,MTARC2P1,regulation
ACE3P,STK24,regulation
ACE3P,ITGA11,coexpression
ACE3P,KCNN3,regulation
ACE3P,LIPG,regulation
ACE3P,RFX4,regulation
ACE3P,CELSR1,coexpression
ACE3P,SAMD5,regulation
ACE3P,LINC01647,same_pathway
ACE3P,PLEC,coexpression
MTATP6P21,CTNNBL1,coexpression
MTATP6P21,LINC01170,same_pathway
MTATP6P21,ABCA1,regulation
MTATP6P21,SLC66A2P1,coexpression
MTATP6P21,PKNOX2,regulation
NIT2,LINC01163,coexpression
NIT2,DCBLD1,regulation
NIT2,TEAD1,same_pathway
NIT2,SPMIP2,same_pathway
BAALC,SPPL2A,regulation
BAALC,LINC01428,same_pathway
BAALC,TOP1,same_pathway
TFDP1P1,H3C12,coexpression
TFDP1P1,IRAK1BP1,regulation
TFDP1P1,PMS2P1,regulation
TFDP1P1,LRRC2P1,same_pathway
PSD,UGT1A8,same_pathway
PSD,GMNC,same_pathway
IQCF4P,POT1-AS1,regulation
IQCF4P,PDE7B-AS1,same_pathway
IQCF4P,F13A1,regulation
IQCF4P,MTMR3,same_pathway
RUNX2,ANO3,regulation
RUNX2,CHRNA2,coexpression
RUNX2,LINC02307,same_pathway
LAMA1,SLC2A13,coexpression
MTM1,KATNAL2,coexpression
MTM1,GRK5,same_pathway
ATG13,TPTE2P2,same_pathway
ATG13,TGM6,same_pathway
ATG13,LINC01163,regulation
TRABD-AS1,MEGF10,coexpression
TRABD-AS1,SORBS2,coexpression
TRABD-AS1,YWHAQ,coexpression
VRK3,DLEU1,regulation
VRK3,NDUFAF2,coexpression
VRK3,LINC02651,same_pathway
VRK3,IGHV3-64,regulation
VRK3,CDK2AP1,same_pathway
DCHS2,KCNN2,same_pathway
NEPRO-AS1,TNFSF12-TNFSF13,regulation
NEPRO-AS1,DST,regulation
NEPRO-AS1,LINC01924,same_pathway
NEPRO-AS1,LHX6,regulation
NEPRO-AS1,DLX5,regulation
CST1,SMARCA2,same_pathway
CST1,GDF9,coexpression
CST1,LINC00290,regulation
CST1,OR5L1,regulation
CST1,KIFC3,regulation
CST1,IRX1,regulation
CST1,ASIP,same_pathway
CST1,TMEM106B,regulation
CST1,CADPS2,same_pathway
CST1,LY75,regulation
CST1,LCORL,same_pathway
ERN1,KPNA7,regulation
ERN1,DCHS2,same_pathway
LMX1A,SYBU,same_pathway
LMX1A,CHST10,same_pathway
LMX1A,BORCS5,regulation
LMX1A,CEP63,coexpression
COX7B2,EPIC1,coexpression
ARL2BPP4,RN7SL782P,regulation
CISD1P1,CAMSAP1,coexpression
CISD1P1,RNA5SP62,regulation
CISD1P1,EFHB,regulation
CCKBR,OR4A44P,coexpression
CCKBR,CCDC83,same_pathway
HESX1,RNU6-943P,regulation
SEMA6A-AS2,LINC02307,regulation
SEMA6A-AS2,RHBDF1,regulation
SEMA6A-AS2,RIMBP2,same_pathway
CNTNAP5,ZNF585B,coexpression
CNTNAP5,RN7SKP207,same_pathway
LINC02150,LINC00543,coexpression
LINC02150,PARVB,same_pathway
LINC02150,SEM1,same_pathway
LINC02150,RNU6-374P,regulation
LINC02150,MYOZ2,regulation
ZNF225-AS1,CCNT2-AS1,same_pathway
ZNF225-AS1,CLIC5,same_pathway
ZNF225-AS1,ACSL6,regulation
ZNF225-AS1,GULOP,same_pathway
SLC4A9,STK33P1,regulation
SLC4A9,HMGA2-AS1,coexpression
SLC4A9,CPM,coexpression
WDR70,CSTP2,coexpression
P4HA3,TFR2,coexpression
P4HA3,DIO2-AS1,coexpression
P4HA3,LINC01271,coexpression
SNRPCP13,DCC,coexpression
SNRPCP13,LINC01877,same_pathway
SNRPCP13,CCRL2,regulation
MS4A2,CLU; CLU; CLU,coexpression
MS4A2,MIX23P2,regulation
MS4A2,ZSWIM6,regulation
MS4A2,ATM,regulation
ZBTB25,LAMB2,same_pathway
ZBTB25,H4C8,coexpression
NANOS2,TRPC6P8,coexpression
NANOS2,SNX7-DT,regulation
NANOS2,TBXAS1,same_pathway
NANOS2,GJD4,regulation
LINC00550,ZNF229,same_pathway
LINC00550,LINC01429,regulation
RELN,LINC01018,regulation
RELN,TMCC3,regulation
RELN,L3MBTL3,same_pathway
RELN,TBX3-AS1,coexpression
RELN,BLNK,coexpression
MIR3689F,CD300LG,coexpression
MIR3689F,COL4A4,coexpression
MIR3689F,CARM1P1,regulation
MIR3689F,LINC01036,regulation
MICAL2,OR7E10P,coexpression
MICAL2,GIPR,same_pathway
MICAL2,LINC01553,regulation
MICAL2,RN7SL836P,same_pathway
CEACAM16-AS1,MIR4318,coexpression
DST,ANKRD22,same_pathway
HNF4G,NDUFS5P4,regulation
FUNDC2P2,PLPPR5-AS1,coexpression
FUNDC2P2,MECOM,same_pathway
RNU6-560P,ABCD2,same_pathway
RNU6-560P,MEF2C-AS1,coexpression
RNU6-560P,PICALM,coexpression
RNU6-560P,NEGR1,regulation
RNU6-560P,GAPDHP41,same_pathway
NKPD1,RFC5P1,regulation
NKPD1,TUSC2,same_pathway
NKPD1,PPIL6,coexpression
ZNF90,RMDN2,same_pathway
ZNF90,ABCF3,coexpression
SLMAP,CEACAM22P,regulation
SLMAP,BICRA,regulation
SLMAP,TULP4,regulation
SLMAP,LINC01800,coexpression
SLMAP,ERBB4,regulation
LINC02550,CTSB,same_pathway
LINC02550,CEACAM16,regulation
DDX25,H3C9P,coexpression
DDX25,RNF130,coexpression
DDX25,OR4A6P,same_pathway
DDX25,CHID1,same_pathway
DDX25,HMGN4,same_pathway
DDX25,EFCAB3,coexpression
DDX25,UNC93B4,same_pathway
DDX25,WWC1,regulation
DDX25,CARS1P2,regulation
DDX25,KRBOX5,same_pathway
DDX25,COL4A4,same_pathway
DDX25,TRAPPC6A,coexpression
DDX25,BCAM,same_pathway
DDX25,IGHV3-71,coexpression
RPS29P6,BZW2,coexpression
RPS29P6,MIR497HG,coexpression
GBA3,LINC02705,regulation
GBA3,TRPM1,same_pathway
GBA3,INHCAP,same_pathway
GBA3,KCTD15,regulation
GBA3,LINC03015,same_pathway
C7orf78,U3,same_pathway
C7orf78,HTR1A,same_pathway
C7orf78,RBBP4P4,regulation
C7orf78,GRIN3B,regulation
C7orf78,KCNH5,coexpression
MIR646HG,NKAPL,same_pathway
MIR646HG,SZT2,coexpression
MIR646HG,TIAM2,same_pathway
BCAR3,WWOX,regulation
LRP1B,RN7SKP159,same_pathway
ZFYVE28,GAB2,coexpression
ZFYVE28,LINC02438,coexpression
ZFYVE28,MYRIP,same_pathway
ZFYVE28,OSER1-DT,same_pathway
B4GALNT2P1,CTNND2,same_pathway
B4GALNT2P1,STEAP3-AS1,same_pathway
BDH1,INTS9,regulation
BDH1,GLRXP1,regulation
BDH1,ADAM10,coexpression
BDH1,HLA-C,regulation
ADAM3A,CARS1P2,regulation
ADAM3A,RNU6-21P,same_pathway
ADAM3A,CADPS,coexpression
ADAM3A,MRPL50P4,regulation
ADAM3A,RRAGC,same_pathway
COL4A4,ARVCF,regulation
COL4A4,NDUFAF6,coexpression
COL4A4,RNA5SP43,same_pathway
SRCIN1,ACMSD,coexpression
EDIL3-DT,TOP1,regulation
EDIL3-DT,GEMIN7-AS1,same_pathway
EDIL3-DT,NACAP6,same_pathway
SMARCA2,IGHG1,same_pathway
SMARCA2,RN7SKP102,same_pathway
SMARCA2,DCC,same_pathway
SMARCA2,CDIPTOSP,same_pathway
SMARCA2,CEACAM16,regulation
PTPRG,LILRA5,same_pathway
PTPRG,LINC01419,coexpression
PTPRG,SEZ6L2,regulation
PTPRG,MMP3,coexpression
PTPRG,RNU6-478P,coexpression
MSRA,RPL13AP13,coexpression
ARL6IP4,SGK3,coexpression
ARL6IP4,RSPH6A,same_pathway
ARL6IP4,EPHA1-AS1,regulation
FGF10,RNU6-381P,coexpression
FGF10,DACH2,regulation
NACAP6,NANOS2,same_pathway
EML6,MIR7154,coexpression
HTR1E,GLIS3,same_pathway
IGHG1,LINC02466,coexpression
IGHG1,LINC01680,coexpression
IGHG1,UFC1,regulation
IGHG1,ITGB1BP1,regulation
IGHG1,TNRC6C,coexpression
IGHG1,DIO2-AS1,same_pathway
IGHG1,H3C9P,coexpression
IGHG1,EPIC1,regulation
RNU4ATAC8P,NACAP6,regulation
RNU4ATAC8P,LRAT,same_pathway
RNU4ATAC8P,LINC01122,same_pathway
CLIC5,DNAH12,same_pathway
CLIC5,OR7E39P,same_pathway
CLIC5,PPIAP79,same_pathway
CLIC5,SMARCC1,regulation
AGBL1,SNORD27,regulation
LINC01812,ZAP70,same_pathway
LINC01812,LINC01104,coexpression
LINC01812,LY75-CD302,same_pathway
ANKRD31,LINC02705,regulation
ANKRD31,WDR12,regulation
ANKRD31,CFAP74,coexpression
DENND6A-DT,PIK3CG,coexpression
DENND6A-DT,IGHG1,same_pathway
DENND6A-DT,SCFD2,regulation
LINC02772,LINC01151,coexpression
LINC01647,TMCO4,coexpression
LINC01647,PGAM5P1,regulation
OTOGL,SPON1,same_pathway
WDR12,FRMD4B,same_pathway
WDR12,LINC00184,same_pathway
PILRB,BNIP3P13,regulation
PILRB,UBE2V2,coexpression
PILRB,HMGN1P19,coexpression
PILRB,LINC01553,regulation
RNA5SP62,CST8,regulation
RNA5SP62,QKILA,coexpression
RNA5SP62,CEACAM19,same_pathway
LINC01121,DCHS2,coexpression
LINC01121,LINC01031,same_pathway
LINC01121,NFIC,coexpression
MTMR9P1,SMILR,regulation
MTMR9P1,RNU6-637P,regulation
NECTIN2,VWC2,same_pathway
NECTIN2,PILRA,regulation
NECTIN2,ESRRB,coexpression
NECTIN2,DLEU1,regulation
LINC01288,ITPKB,regulation
LINC01288,CSNK2A1,regulation
LINC01288,ARHGAP15,same_pathway
LINC01288,CCDC134,regulation
LINC01288,AS3MT,coexpression
RORA,TLL1,regulation
PRANCR,SLC66A2P1,regulation
PRANCR,RNU7-66P,regulation
PRANCR,HESX1,coexpression
PRANCR,LIPC-AS1,coexpression
PRANCR,C10orf71,coexpression
PRANCR,PSMC3,regulation
KRTCAP2,LINC02210,regulation
KRTCAP2,RNU7-156P,same_pathway
KRTCAP2,TMEM244,regulation
KRTCAP2,IGSF23,same_pathway
RN7SL193P,MKLN1,same_pathway
RN7SL193P,ISCA1P1,regulation
RN7SL193P,ITGB1BP1,same_pathway
RN7SL193P,ICA1L,regulation
RN7SL193P,FAM181A-AS1,regulation
ZFYVE9P2,RBBP4P4,same_pathway
ZFYVE9P2,DIRAS2,same_pathway
ZFYVE9P2,RUNX2,coexpression
SKOR2,HMG20A,coexpression
SKOR2,PDE1A,coexpression
SKOR2,CHRNE,same_pathway
MECOM,LNC-LBCS,regulation
MECOM,SMC2,same_pathway
USP8,EPHX2,coexpression
USP8,LINC02131,regulation
USP8,AFF1,same_pathway
SYT16,COL18A1,same_pathway
EIF4EP4,LINC01012,coexpression
EIF4EP4,DLX5,coexpression
EIF4EP4,BCL10-AS1,regulation
EIF4EP4,TNXB,coexpression
EIF4EP4,ZNF292,regulation
RN7SKP168,CHRNE,regulation
RN7SKP168,SALL4P5,coexpression
RN7SKP168,TET2,regulation
SZT2,MLLT3,same_pathway
SZT2,MAILR,regulation
SZT2,CALCRL-AS1,coexpression
SZT2,UGT1A8,regulation
SZT2,LINC02619,regulation
BSG,CYRIA,regulation
BSG,RNA5SP279,regulation
BSG,OR5D14,regulation
BSG,LINC03015,regulation
BSG,MROH1,regulation
ZBTB16,COL11A1,coexpression
LINC02653,COX10-DT,same_pathway
LINC02653,C10orf71,same_pathway
LINC02653,RHBDF1,coexpression
GAPDHP15,STK24,regulation
GAPDHP15,NEGR1,same_pathway
GAPDHP15,TBXAS1,regulation
GAPDHP15,RPSAP72,coexpression
ZNF223,EEF1A1P28,same_pathway
CORO2B,SNRPGP16,same_pathway
CORO2B,LINC01720,same_pathway
CORO2B,C4BPAP2,same_pathway
LHX1-DT,ST3GAL3,coexpression
LHX1-DT,SPRED2,same_pathway
LHX1-DT,CASS4,coexpression
LRRIQ3,IRF6,regulation
HYI,LINC00377,same_pathway
HYI,AKAP8P1,coexpression
LINC00343,RMDN2-AS1,same_pathway
LINC00343,CKM,same_pathway
LINC00343,CDH19,same_pathway
LINC00343,ROBO1,same_pathway
LINC00343,MRPS36P2,coexpression
PKIA-AS1,IKZF4,regulation
PKIA-AS1,MS4A6A,coexpression
PKIA-AS1,RNU6-679P,same_pathway
PTPRO,YWHAQ,same_pathway
PTPRO,SEMA3A,regulation
PTPRO,GDF9,same_pathway
PTPRO,CTSH,coexpression
PTPRO,EMB,regulation
AKAP10,FAM83E,regulation
AKAP10,TSNAX-DISC1,same_pathway
WNT3,RAB20,regulation
WNT3,TMC5,regulation
WNT3,NPC1,same_pathway
WNT3,LINC02113,coexpression
HSPG2,JCAD,regulation
HSPG2,RNU6-1325P,coexpression
OR5D14,SNX9,coexpression
OR5D14,RPS23P10,coexpression
OR5D14,OR7E39P,regulation
AZGP1P1,CKAP5,coexpression
AZGP1P1,L3MBTL3,regulation
AZGP1P1,TCF15,same_pathway
AZGP1P1,STK3,regulation
L3MBTL3,LINC00524,same_pathway
L3MBTL3,APOC4,regulation
L3MBTL3,FAM76B,coexpression
L3MBTL3,CEP295NL,coexpression
HTR7,COL6A3,regulation
HTR7,SUPT3H,coexpression
HTR7,BFSP2,same_pathway
HSPA8P5,PLPPR5-AS1,coexpression
HSPA8P5,ZIC5,coexpression
HSPA8P5,CSMD1,regulation
HSPA8P5,ACE,regulation
HSPA8P5,RNF38,regulation
HSPA8P5,YWHAQ,coexpression
HSPA8P5,RNA5SP169,same_pathway
HSPA8P5,MIR548AG1,regulation
HSPA8P5,SYNJ1,same_pathway
RDH10-AS1,PARVB,regulation
RDH10-AS1,LRRN2,same_pathway
RDH10-AS1,HAVCR2,same_pathway
RDH10-AS1,CADPS2,regulation
RDH10-AS1,TRABD-AS1,same_pathway
PRIM2BP,ARF4P4,same_pathway
PRIM2BP,RN7SKP250,coexpression
LIG4,LINC01036,regulation
LIG4,FAM76B,coexpression
LIG4,SNORA74,regulation
LIG4,AKR7A3,same_pathway
LIG4,CCNT2-AS1,coexpression
RBBP4P4,NRP1,coexpression
RBBP4P4,RNU1-80P,coexpression
RBBP4P4,HAVCR2,regulation
RBBP4P4,AKAP6,regulation
RBBP4P4,MKNK2P1,coexpression
EFCAB3,FOXE1,coexpression
EFCAB3,PLCXD3,regulation
EFCAB3,PIK3CG,regulation
EFCAB3,DENND6A-DT,coexpression
EFCAB3,PLPP4,same_pathway
MIR4752,RN7SKP93,coexpression
MIR4752,LINC02109,coexpression
MIR4752,CTSH,same_pathway
MIR4752,BCAM,coexpression
MIR4752,CISD1P1,regulation
EXO1,RPL31P31,same_pathway
EXO1,NGRNP1,regulation
-,RPL8P1,coexpression
CPA6,TGM6,same_pathway
CPA6,DAPK2,coexpression
CPA6,CD72,coexpression
CPA6,ATXN2L,same_pathway
CPA6,IGHG3,regulation
MCTP2,TMEM106B,same_pathway
MCTP2,SMILR,same_pathway
ZNF180,LINC00895,regulation
ZNF180,CTAGE12P,same_pathway
ZNF180,CD55,same_pathway
ZNF180,ATG13,same_pathway
PCDHA3,AKAP8P1,same_pathway
PCDHA3,HADHA,coexpression
REXO1,GRIK3,same_pathway
REXO1,FAR2,coexpression
REXO1,TLN2 x WWC1,coexpression
LILRB2,ECHDC3,regulation
LILRB2,MRPL39,coexpression
LILRB2,ABCA8,regulation
ARFGEF3,MPP3,regulation
ARFGEF3,SNRPCP13,regulation
ARFGEF3,UNC93B4,regulation
ARFGEF3,UGT1A10,coexpression
SLC10A2,DIO2-AS1,coexpression
SLC10A2,EPHA5,regulation
QKILA,HNRNPA1P56,regulation
QKILA,SALL1,coexpression
QKILA,IMMP2L,same_pathway
LINC01231,SLC12A2-DT,coexpression
LINC01231,LINC00377,same_pathway
LINC01231,PLEKHM1,coexpression
LINC01231,TOPORSLP,same_pathway
SAMD12-AS1,DCAF4,same_pathway
SAMD12-AS1,HMGN1P11,coexpression
SAMD12-AS1,PPP1R2P5,coexpression
SAMD12-AS1,DDX25,coexpression
POLR3B,ITPKB,same_pathway
POLR3B,PPIAP79,regulation
POLR3B,OR5G4P,regulation
POLR3B,ABCF3,regulation
POLR3B,LINC00927,coexpression
POLR3B,SORL1,coexpression
POLR3B,DNAJA2,same_pathway
POLR3B,SOD1P2,same_pathway
POLR3B,CMTM5,same_pathway
POLR3B,RN7SKP211,same_pathway
POLR3B,TNFSF12-TNFSF13,regulation
POLR3B,ESRRB,regulation
POLR3B,EFCAB3,regulation
POLR3B,LINC02151,regulation
SLC8A1-AS1,HEYL,same_pathway
SLC8A1-AS1,JADRR,coexpression
PSMC3,RASSF5,coexpression
PSMC3,RN7SL299P,regulation
PSMC3,AKR7A3,same_pathway
LINC02585,BACE2,regulation
LINC02585,ATF7IP,same_pathway
LINC02585,IQCF6,same_pathway
NFAT5,HSPA8P9,coexpression
LINC00871,TMEM244,same_pathway
LINC00871,TSEN15P3,coexpression
LINC00871,CISD1P1,regulation
LINC00871,LINC01243,same_pathway
LINC00871,CENPP,same_pathway
APOE,FENDRR,regulation
APOE,MRPL45,same_pathway
APOE,OR5L1,coexpression
APOE,RN7SKP141,regulation
APOE,HMGN2P18,regulation
APOE,H3C9P,regulation
APOE,OR7E10P,regulation
APOE,ERCC6L2-AS1,same_pathway
APOE,TSNAX-DISC1,same_pathway
APOE,LINC00550,coexpression
LINC01623,PKDCC,coexpression
RPL18P1,PCNX1,coexpression
RPL18P1,ITSN2,coexpression
RPL18P1,RNA5SP431,coexpression
RPL18P1,RAPGEF5,coexpression
RPL18P1,LRRK2,coexpression
RPL7L1P5,LINC00550,same_pathway
CST2P1,OBI1-AS1,regulation
CST2P1,RN7SL152P,regulation
IRGC,RPL7AP40,regulation
IRGC,MPP3,regulation
IRGC,BZW2,coexpression
IRGC,CDX2,same_pathway
IRGC,JHY,same_pathway
FLNB,LINC00052,coexpression
FLNB,UNC93B4,coexpression
CASP12,ROBO1,regulation
CASP12,ERVK13-1,coexpression
SREBF1,LINC00927,same_pathway
OR5K2,SLC4A9,coexpression
OR5K2,COL4A4,regulation
MYRIP,GRM3,same_pathway
ACMSD,MYO16,same_pathway
ACMSD,GRM7-AS3,coexpression
ZNF45,RNU1-63P,regulation
ZNF45,TRIM48,coexpression
RNU6-718P,MTATP6P30,same_pathway
TIAM2,LINC00877,regulation
TIAM2,RLIG1P3,regulation
RN7SKP93,MRPL39,regulation
RN7SKP93,PCDHA4,coexpression
RN7SKP93,HCN1,coexpression
RN7SKP93,WNT3,same_pathway
SOBP,CDC42SE2,regulation
SOBP,TRIM51G,coexpression
CYCSP19,DIRAS2,same_pathway
CYCSP19,CTNND2,coexpression
CYCSP19,APBA1,coexpression
CYCSP19,CCKBR,regulation
CYCSP19,VAT1L,coexpression
NECAB1,RPL23AP54,regulation
EFL1,CDH19,same_pathway
EFL1,POLR3B,coexpression
EFL1,SEMA3A,regulation
MTHFD2P1,ZNF184,coexpression
MTHFD2P1,AP2A2,regulation
MTHFD2P1,STK32B,coexpression
EIF4EBP2P3,OGA,regulation
EIF4EBP2P3,ERCC1,same_pathway
HMGA2-AS1,PCDH7,regulation
HMGA2-AS1,LINC02211,same_pathway
SFT2D2,FANCD2,same_pathway
SFT2D2,MAP4K4,same_pathway
SFT2D2,HECW1,regulation
POLR2E,SLC2A9,regulation
POLR2E,AHCYL1,regulation
POLR2E,CHD1-DT,coexpression
POLR2E,RAB11AP2,coexpression
STAU1,TULP4,regulation
STAU1,CDKAL1,coexpression
STAU1,ELL,coexpression
STAU1,FOXP2,regulation
STAU1,OR4C7P,regulation
LINC02133,PMS2P1,same_pathway
LINC02133,ZNF558,same_pathway
LINC02133,HESX1,same_pathway
PCDH11X,GMNC,same_pathway
RPSAP37,LINC02822,same_pathway
RPSAP37,CDCP1,regulation
PRR15-DT,BMPR1AP2,same_pathway
PRR15-DT,CAMKV,regulation
LINC01179,CEP57,same_pathway
LINC01179,RN7SL643P,coexpression
LINC01179,LINC02946,same_pathway
LINC01179,LINC00489,same_pathway
LINC01179,CST4,same_pathway
LINC01179,CASP12,same_pathway
LINC01179,STK31,same_pathway
LINC01179,IKZF1,regulation
LINC01179,TET2-AS1,regulation
LINC01179,FST,regulation
LINC01179,ASB3,coexpression
LINC01179,RELN,coexpression
LINC01179,IL34,regulation
ARFGEF2,LINC01957,coexpression
ARFGEF2,LYPLA1P1,coexpression
ARFGEF2,STMN4,regulation
ARFGEF2,RNU6-280P,coexpression
ARFGEF2,MRPL45,same_pathway
